"latitude";"longitude";"commune";"departement";"region";"presente";"instruction_en_cours";"instruit";"autorise";"refuse";"abandonne";"en_construction";"construit";"repower";"recours";"demoli";"en_service";"date_presentation";"date_decision";"date_depot";"date_realisation";"date_mise_en_service";"date_repower";"date_recours";"date_demolition";"modele";"hauteur";"puissance";"id_parc";"puissance_parc";"nb_mats_parc";"offshore";"note"
49.94075;0.2349;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.94325;0.2496;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.945766;0.2643;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.948284;0.27899998;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.950783;0.2937;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.95532;0.26793334;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
49.957832;0.28263333;;;"Normandie";;;;"true";;;;"false";;;;"false";;;;;;;;;;175;;"Fécamp (71 éoliennes sur 60km²)";;;"true";"Position obtenue par interpolation"
46.880072;-2.56958;;;"Pays de la Loire";;;;"true";;;;"false";;;;"false";;;;;;;;;;;8;"Iles d'Yeu et de Noirmoutier(62 éoliennes sur 88 km²)";;;"true";
46.88762;-2.578511;;;"Pays de la Loire";;;;"true";;;;"false";;;;"false";;;;;;;;;;;8;"Iles d'Yeu et de Noirmoutier(62 éoliennes sur 88 km²)";;;"true";
46.821559;-2.472339;;;"Pays de la Loire";;;;"true";;;;"false";;;;"false";;;;;;;;;;;8;"Iles d'Yeu et de Noirmoutier(62 éoliennes sur 88 km²)";;;"true";
